,Aspect_Ratio_H_W,Centroid_X_TV,Centroid_Y_P,Height_P_Range,Hull_Area,P_Max,Perimeter,Polynomial_Area,TV_Max,Width_TV_Range,ft_P_1,ft_P_2,ft_P_3,ft_TV_1,ft_TV_2,ft_TV_3
4822,0.6846477674772719,20.191273749999993,1.5287875000000002,24.46,595.8804609999997,24.46,121.03925843990064,461.5987069999999,35.72639999999999,35.72639999999999,1223.0300000000002,1198.965567649947,1128.829480480207,16153.018999999997,289.05704664371603,358.868628428291
4823,0.5080721052811218,2.9337737500000003,1.7879000000000003,20.84,460.3802570000001,20.84,119.00377659221047,30.341797999999958,41.0178,41.0178,1430.32,1371.5236116090316,1204.4018134669398,2347.0190000000002,2300.854162644886,2167.6590753231235
4824,0.783551739719837,1.9862157500000008,1.7525874999999997,26.01,466.5180900000001,26.01,124.18228626942437,171.1347299999998,33.195000000000014,33.195000000000014,1402.0700000000002,1351.3335893494414,1206.5140321869105,1588.972600000001,1517.4252892845063,1445.7493852665882
4825,0.9283250067996047,1.3882050000000006,1.4613125,25.94,343.14417599999996,25.94,101.73013570383267,164.57308299999985,27.942800000000005,27.942800000000005,1169.0500000000002,1135.863934241059,1039.9155555190546,1110.5640000000003,1057.061617336468,1017.9871568287151
4826,0.696082263042277,6.605538500000005,1.2694625,20.66,357.1681749999999,20.66,100.37515400822207,230.931004,29.6804,29.6804,1015.5699999999999,998.5718476700565,948.7779358994107,5284.430800000004,639.4390247509389,629.3474761000223
4827,0.6984271194140026,2.4000617500000003,1.9039499999999998,24.6,501.38949900000006,24.6,134.80656716551636,110.93399,35.222,35.222,1523.1599999999999,1445.6488516315103,1227.930711650848,1920.0494000000003,1829.7053454579118,1701.791875060216
4828,1.1519385204061126,3.0994917499999906,1.4171374999999997,28.66,427.834032,28.66,117.40004798035082,197.98105599999988,24.8798,24.8798,1133.71,1107.0630565085262,1029.642741230485,2479.5933999999925,773.960356696025,752.6381876085838
4829,0.802743425474835,5.811557249999994,1.59635,26.99,749.664299,26.99,164.5138465828658,258.8555619999999,33.6222,33.6222,1277.08,1242.4349533609354,1142.3287475482155,4649.245799999994,1233.652624678073,1194.394529342359
4830,0.5207533773411114,2.7921162500000007,1.985975,21.71,571.7356679999999,21.71,135.0080868561283,222.66486599999985,41.689600000000006,41.689600000000006,1588.78,1529.7764057708857,1362.0290075375558,2233.693,2186.616499114863,2074.50604222763
4831,0.8466600789185338,1.8910150000000003,1.6778750000000002,25.19,440.10610499999996,25.19,115.67350100475085,131.1711979999998,29.752200000000002,29.752200000000002,1342.3,1294.056087769845,1156.1330278873563,1512.8120000000001,1384.9677497608996,1322.4647010452402
4832,0.6506041113707121,2.2449447499999997,1.9269874999999999,22.11,452.194603,22.11,115.93921025150533,195.66935800000013,33.983799999999995,33.983799999999995,1541.5900000000001,1471.206643866852,1272.806344757652,1795.9557999999997,1714.3964182888226,1609.2973554425225
4833,0.756848156915793,13.296034000000015,1.64125,22.38,432.7431200000001,22.38,92.13291222096412,315.70393500000023,29.57,29.57,1313.0,1280.862088878279,1187.6743818514512,10636.827200000014,382.2136243694844,400.3438394723366
4834,0.6182738974467189,2.4673462499999994,1.76655,23.44,414.8793199999999,23.44,110.56623688301755,25.17875999999997,37.91199999999999,37.91199999999999,1413.24,1357.0024307990327,1197.012344227231,1973.8769999999993,1925.8765369488876,1812.801165405692
4835,1.7687575230707502,0.42083975000000007,0.7961625000000001,21.16,101.85090700000002,21.16,47.96796566740973,69.52321900000001,11.9632,11.9632,636.9300000000001,628.898785894361,605.1579275632837,336.6718000000001,312.88040178580934,307.3297423370214
4836,1.8094443414302495,30.431128249999993,0.6290125,58.550000000000004,1123.667638,25.1,154.75021724386664,541.3300849999998,32.358,32.358,503.21,504.0978176578515,506.59804157932,24344.902599999994,653.5435753958357,648.8989964171196
4837,3.282200660118503,18.363777250000005,-0.08962500000000001,66.03,650.7741540000001,31.73,170.63085193491898,179.13093799999987,20.117600000000003,20.117600000000003,71.7,71.53907454959536,71.06136524512632,14691.0218,48.97737721732049,48.97491425840373
4838,1.0770827926291202,3.8985882500000004,1.6008125000000002,68.89,2301.8000460000003,33.42,178.54417545153117,876.5266339999998,63.9598,63.9598,1280.65,1219.0942827451036,1044.3922186963548,3118.8706,3007.043906404287,2778.6095389273005
4839,0.868921875737875,1.5594779999999997,1.7178625000000003,22.08,308.63855799999993,22.08,99.6291796039687,77.31121199999993,25.410800000000002,25.410800000000002,1374.29,1321.1259775699143,1169.644896191803,1247.5823999999998,1222.1994446820318,1154.4683414279884
4840,0.45647264573631297,33.09200699999999,2.9347374999999998,22.76,808.040053,22.76,131.5354032123513,674.2505939999996,49.86059999999999,49.86059999999999,2347.79,2139.001956322356,1586.8469747682313,26473.60559999998,455.12611998550693,824.0967540187385
4841,0.539935939803752,3.2406055000000005,2.174375,21.24,533.676876,21.24,119.91275654687792,209.21349499999974,39.33800000000001,39.33800000000001,1739.5,1652.3638275054323,1407.3954865634814,2592.4844000000007,2472.310970169554,2297.713137469642
4842,0.5413278310474573,3.3187072499999988,2.1177374999999996,22.3,528.3900999999998,22.3,119.09759368290136,160.01767299999992,41.19499999999999,41.19499999999999,1694.19,1613.9190117038706,1387.4193589697215,2654.9657999999995,2552.9981380468457,2372.3664457162668
4843,0.49448104608936544,3.65111825,2.1561250000000003,20.67,521.9088849999999,20.67,112.42827280393382,150.51052699999997,41.8014,41.8014,1724.9,1644.0775733804826,1415.9525627084179,2920.8946000000005,2775.828339653469,2582.2561955482674
4844,0.3701983590116378,5.50304275,2.541475,22.0,664.1990459999998,22.0,155.41883096045456,81.49718099999977,59.427599999999984,59.427599999999984,2033.1799999999998,1852.347970873541,1371.220064431443,4402.4342,4214.305477631318,3718.012269445418
4845,4.5618036669883315,3.7782837500000004,0.23592500000000002,20.8,45.590632,20.8,35.81224867587383,40.566548,4.5596000000000005,4.5596000000000005,188.74,188.63199669325317,188.30829576991098,3022.6270000000004,16.40563524461498,16.383580895139293
4846,0.6955824723904525,2.721767249999999,2.2624625,23.43,451.74625399999985,23.43,117.99241887457521,166.3166,33.684,33.684,1809.97,1696.2023133194887,1383.2709036377532,2177.4137999999994,2041.466025692528,1867.0505087756724
4847,0.6903220381737153,2.9939802500000012,2.349775,24.63,472.7137830000001,24.63,126.66506072327661,179.77171199999992,35.679000000000016,35.679000000000016,1879.82,1736.1051627858824,1346.859251519095,2395.1842000000006,2160.3442886220455,1944.3653353166524
4848,4.510721067012458,0.10900175000000002,0.400175,19.48,25.771904999999997,19.48,35.54061750427044,2.0817269999999937,4.3186,4.3186,320.14,319.50237476324054,317.5946167356403,87.2014,43.33098532480229,43.239852967580035
4849,0.8635261543639047,1.950901750000001,1.9661749999999998,22.58,287.40016,22.58,89.12617570429737,68.33548399999991,26.148600000000002,26.148600000000002,1572.94,1461.2736743963646,1153.762765218455,1560.7214000000004,1480.167217197976,1325.5470371869847
4850,0.2985940849708039,13.74299850000001,3.8130499999999996,25.21,1363.54059,25.21,248.33166781413183,613.9101750000002,84.42899999999999,84.42899999999999,3050.4399999999996,2645.856924081887,1648.9638802309812,10994.39880000001,5530.199986495617,4796.575867968165
4851,0.3589606771744667,14.869338499999985,2.878575,20.72,817.7965529999998,20.72,165.95920907455053,467.7577159999996,57.72219999999999,57.72219999999999,2302.86,2136.0132903876292,1684.3390835632574,11895.470799999985,2510.0520711881827,2380.2006767534167
4852,7.10373011042518,1.51260175,0.27899999999999997,16.34,17.879419999999996,16.34,29.73285772484944,12.516401000000005,2.3002000000000002,2.3002000000000002,223.2,223.01828023434038,222.47377896747395,1210.0814000000005,4.631472674782941,4.610148785663997
4853,9.078726968174205,1.0106804999999994,0.22105,16.26,13.948994,16.26,26.111679483543544,4.254152999999997,1.791,1.791,176.84,176.73379715872795,176.4154656874314,808.5443999999998,2.6514863699525106,2.6391551342720025
4854,5.866867243324557,2.093514250000001,0.2619125,18.72,27.449731,18.72,31.268608753988076,14.982899,3.1908000000000003,3.1908000000000003,209.52999999999997,209.39886743019866,209.0058949054835,1674.8114000000003,6.301193925791762,6.2790536370889924
4855,4.605931811882103,2.4958035,0.1632,19.94,38.75228,19.94,38.82898938018714,5.424595999999987,4.3292,4.3292,130.56,130.52238270636894,130.409608774452,1996.6427999999994,4.312827826627119,4.29972943798764
4856,4.575075398535113,2.7086442499999994,0.152425,16.99,30.67163,16.99,35.70126451109351,10.657338,3.7136,3.7136,121.94,121.89332270581458,121.7533767355954,2166.9154,6.6808409003447,6.669575162841705
4857,7.948941108210038,0.977769,0.6862750000000001,16.44,14.343354000000005,16.44,32.33175169185061,5.657659999999998,2.0682,2.0682,549.02,543.4372502790478,526.8871151347523,782.2152000000001,13.691858532920948,13.562408149806942
4858,5.711037257302779,2.9733122500000007,0.216575,19.59,34.352059000000004,19.59,32.583612998224446,29.132963000000014,3.430200000000001,3.430200000000001,173.26,173.18354133712128,172.95434704810415,2378.6498000000006,13.822657414114037,13.800062882005053
4859,4.863726562183614,3.6207700000000016,0.10287499999999998,24.02,55.05006300000001,19.54,48.88484604423623,11.787316,4.938600000000001,4.938600000000001,82.30000000000001,82.31902067976904,82.3759185666873,2896.6160000000004,6.901365029424506,6.893477108094485
4860,4.2782295651055895,2.1931252499999996,1.2864875,26.62,52.63795399999998,21.73,73.23441451688839,29.539525000000012,6.2222,6.2222,1029.1899999999998,988.8503860426766,873.3439814953191,1754.500199999999,62.52609789785013,67.87470209868654
4861,7.05034213098729,1.5581132500000008,0.3021875,17.31,18.986774000000004,17.31,27.93768169065289,13.099125999999998,2.4552000000000005,2.4552000000000005,241.75,241.54693967723918,240.93852900871534,1246.4906,3.104407691084892,3.0895774684760404
4862,3.7990945797136915,7.03495025,0.09325,37.26,156.35870399999996,28.91,85.11276479178626,28.337054000000034,9.807599999999999,9.807599999999999,74.6,74.65716931901487,74.82831862786672,5627.960199999998,9.802891742305519,9.81216245630998
4863,5.42724476873907,0.0816407499999999,0.26348750000000004,18.0,42.08484899999999,14.2,36.13069621492593,38.787638,3.3166,3.3166,210.79,210.51405283944777,209.6873971083879,65.31259999999995,17.949753046082435,17.941177725479154
