,Breath_ID,Time_Step,Flow,Pressure,Target_Class_0,Target_Class_1,Target_Class_2,Target_Class_3,Target_Class_4,Polynomial_Area,Hull_Area,ft_TV_1,ft_TV_2,ft_TV_3,ft_P_1,ft_P_2,ft_P_3,TV_Max,TV_Min,P_Max,P_Min,Perimeter,Width_TV_Range,Height_P_Range,Centroid_X_TV,Centroid_Y_P,Dynamic_Compliance,Aspect_Ratio_H_W,Curvature
1893,1893,0,-6.88,8.79,0,0,0,0,0,82.02415599999992,169.560176,691.9774,687.3400286020819,673.5613168000201,1389.42,1375.574717875543,1334.6138122876137,15.318999999999999,0.0,25.36,0.0,63.55873346637768,15.318999999999999,25.36,0.86497175,1.7367750000000002,0.6040615141955836,1.6554605391996868,4.8366037291529445
1894,1894,0,-2.5,9.08,0,1,0,0,0,343.7467729999996,569.5615919999999,4876.00819999999,1076.9086949583677,1054.8564341013498,1639.04,1619.6820125598133,1562.6282073649836,28.91779999999999,0.0,34.95,0.0,106.5139218491272,28.91779999999999,34.95,6.095010249999989,2.0488,0.827404864091559,1.2085981644523447,1.558769925725092
1895,1895,0,-12.83,8.98,0,0,0,0,0,32.251304000000026,325.144722,1435.1642000000002,1421.0184265731868,1379.2074347021126,1570.6999999999998,1549.667269613677,1487.8282489778412,26.9788,0.0,27.22,0.0,82.99706354765912,26.9788,27.22,1.7939552500000002,1.963375,0.9911388684790595,1.0089403531661898,1.8300406243393874
1896,1896,0,-15.16,9.06,0,1,0,0,0,387.84486699999985,573.3896409999999,5843.613399999995,1096.3751954214576,1075.311876482843,1672.93,1653.3892451705315,1595.7900764408562,31.020199999999996,0.0,31.1,0.0,101.74090939855535,31.020199999999996,31.1,7.304516749999993,2.0911625000000003,0.9974340836012859,1.002572517262945,1.1203731973780031
1897,1897,0,-11.84,8.87,0,0,0,0,0,111.8483170000002,381.800865,1344.744,1332.829905356114,1297.5624514257001,1553.69,1533.8921191763247,1475.608601578339,26.624199999999995,0.0,30.56,0.0,90.79797378331384,26.624199999999995,30.56,1.6809299999999996,1.9421125000000001,0.8712107329842931,1.1478279159561604,1.4850041835642835
1898,1898,0,-2.98,17.3,0,0,0,0,0,253.899012,458.88661199999996,1110.0202000000002,1099.5013687688956,1068.5428104268672,2385.2999999999997,2329.285422302324,2166.513605070854,26.4588,0.0,34.34,0.0,89.8410174582949,26.4588,34.34,1.38752525,2.9816249999999997,0.7704950495049504,1.2978668722693396,3.459110123407858
1899,1899,0,-4.57,17.33,0,0,0,0,0,196.39010999999988,451.3412859999999,1181.181,1169.0706970068475,1133.4602454547742,2389.0,2332.8712310866863,2169.767307088667,26.8488,0.0,34.4,0.0,90.14625461846452,26.8488,34.4,1.4764762500000002,2.98625,0.7804883720930234,1.2812490688596883,3.3999003186577066
1900,1900,0,-6.07,17.53,0,0,0,0,0,158.3980700000002,483.68174400000004,1313.4367999999997,1299.3300149238623,1257.8652489172712,2390.7300000000005,2334.618485320566,2171.5502620963744,28.565199999999997,0.0,35.05,0.0,91.15642169191653,28.565199999999997,35.05,1.6417959999999996,2.988412500000001,0.8149843081312411,1.2270174898127792,3.9221551063910627
1901,1901,0,-5.7,17.5,0,0,0,0,0,131.3039600000002,498.39006199999994,1400.9397999999999,1385.0088682325647,1338.2300861999063,2393.77,2337.4757179855865,2173.8803035209567,29.5442,0.0,34.89,0.0,92.31688566668905,29.5442,34.89,1.7511747500000001,2.9922125,0.8467813126970478,1.180942452325668,1.7658253793706808
1902,1902,0,-8.45,17.65,0,0,0,0,0,123.5084390000004,494.38426400000014,1398.9341999999997,1382.9579707714631,1336.0398135877329,2393.3,2337.0460827116362,2173.5644653096433,29.599999999999998,0.0,35.01,0.0,91.9343760726201,29.599999999999998,35.01,1.7486677499999996,2.991625000000001,0.8454727220794058,1.1827702702702703,1.324897735584027
1903,1903,0,-5.5,17.44,0,0,0,0,0,132.27205999999958,470.2136719999998,1295.9600000000005,1281.2448289384809,1238.0278792648435,2388.2700000000004,2332.0743970648678,2168.7689531616925,27.7372,0.0,34.8,0.0,90.05384087602121,27.7372,34.8,1.619950000000001,2.9853375000000004,0.7970459770114944,1.2546327675468323,2.3391302965544893
1904,1904,0,-6.04,17.45,0,0,0,0,0,132.07804300000006,418.4243040000002,1195.3902,1182.1052061759071,1143.066699411716,2319.62,2266.1876989775897,2111.00675705724,25.765000000000004,0.0,34.14,0.0,85.0113719856133,25.765000000000004,34.14,1.4942377500000001,2.8995250000000006,0.7546865846514353,1.3250533669706965,3.2974145337444907
1905,1905,0,-5.63,15.95,0,0,0,0,0,178.91792199999995,334.17574899999994,915.0582000000004,850.5363619673585,826.8241830219854,2196.63,2153.9392881200515,2029.3670224940633,20.648200000000006,0.0,34.36,0.0,86.98860015748201,20.648200000000006,34.36,1.1438227500000004,2.7457875,0.6009371362048896,1.664067570054532,7.071466340419427
1906,1906,0,2.46,15.0,0,0,0,0,0,77.57535899999993,236.614881,730.467,722.6914659980735,699.8752535935115,2296.6899999999996,2243.485091102664,2088.988167357362,16.238799999999998,0.0,33.52,0.0,77.87768007881984,16.238799999999998,33.52,0.91308375,2.8708625000000008,0.4844510739856801,2.0641919353646827,9.283186075721087
1907,1907,0,-3.05,16.04,0,0,0,0,0,100.08754700000021,211.6671260000001,625.0441999999998,619.4735598338033,603.087662932452,2295.6,2242.4432535823908,2088.095565360855,14.8584,0.0,34.27,0.0,70.95526617193588,14.8584,34.27,0.7813052499999997,2.8695,0.4335687189962065,2.3064394551230283,10.519313767859302
1908,1908,0,-1.57,16.01,0,0,0,0,0,114.72658399999992,194.205895,575.5145999999979,548.0966527658906,534.7464884998193,2293.8700000000003,2240.7574099698704,2086.5416076513975,13.904,0.0,34.37,0.0,70.51751537185213,13.904,34.37,0.7193932499999974,2.8673375000000005,0.4045388420133838,2.4719505178365937,15.68671479519296
1909,1909,0,-0.48,15.89,0,0,0,0,0,107.34354699999997,204.03638899999999,581.6141999999993,505.2111854467263,490.87058631852494,2297.96,2244.6794298594423,2089.9768027697346,12.569399999999998,0.0,34.32,0.0,77.82268627899711,12.569399999999998,34.32,0.7270177499999988,2.87245,0.3662412587412587,2.7304405938230945,6.898566881854691
1910,1910,0,-0.83,15.83,0,0,0,0,0,99.59619100000008,217.45553800000002,622.9694,617.2171477769236,600.3009082768983,2295.5,2242.363703301128,2088.0737707095614,15.0234,0.0,34.28,0.0,73.63035455537664,15.0234,34.28,0.7787117499999998,2.869375,0.43825554259043176,2.2817737662579707,8.835414902557645
1911,1911,0,-0.88,15.84,0,0,0,0,0,96.5065599999998,170.21255799999994,501.11900000000026,496.6107264824277,483.3720458944163,2295.08,2241.852919980391,2087.3067287903073,12.3816,0.0,34.22,0.0,69.11277962685547,12.3816,34.22,0.6263987500000002,2.86885,0.36182349503214495,2.7637785100471666,44.329181951829085
1912,1912,0,-1.23,15.91,0,0,0,0,0,92.04527100000006,159.918642,518.5454000000004,470.23598390578707,458.49428285415235,2292.53,2239.3665495007463,2085.004826617248,11.8264,0.0,34.31,0.0,68.63118832773995,11.8264,34.31,0.6481817500000007,2.8656624999999996,0.344692509472457,2.901136440505987,11.120741233467749
1913,1913,0,-0.74,16.06,0,1,0,0,0,119.22771400000003,181.95407000000003,1228.893000000001,444.90870340179447,434.1188574659257,2291.62,2238.4196206787633,2083.9531288922326,12.6112,0.0,33.95,0.0,68.48994823050658,12.6112,33.95,1.536116250000001,2.864525,0.3714639175257732,2.6920515097690942,7.704040870777094
1914,1914,0,-0.83,15.83,0,1,0,0,0,135.39571100000006,193.271821,1577.628000000001,428.97438368759873,419.4690118545,2146.79,2106.822347423312,1990.071797645039,12.977599999999999,0.0,33.62,0.0,71.63303302851492,12.977599999999999,33.62,1.9720350000000013,2.6834875,0.38600832837596666,2.5906176796942426,3.9537484370196427
1915,1915,0,2.03,15.27,0,1,0,0,0,124.34081100000002,194.538231,1340.3577999999998,462.5992264919331,450.37382606335314,2293.7799999999997,2240.501449178064,2085.8073958700456,13.213600000000001,0.0,34.25,0.0,72.05737277533156,13.213600000000001,34.25,1.6754472499999995,2.8672250000000004,0.3857985401459854,2.5920263970454682,10.278008748880643
1916,1916,0,-2.47,15.96,0,1,0,0,0,125.6285710000001,184.41235500000008,1436.869000000002,433.0769724925581,421.4543836051841,2291.77,2238.4828420230815,2083.76424636076,12.527400000000002,0.0,34.0,0.0,70.15858254350728,12.527400000000002,34.0,1.7960862500000025,2.8647125,0.36845294117647065,2.7140508006449857,9.259268623688843
1917,1917,0,-1.83,16.01,0,1,0,0,0,119.08261300000002,176.02194400000002,1404.5166000000008,423.8937395200461,411.7065409941872,2292.46,2239.1162039461287,2084.2297916672583,12.043800000000001,0.0,33.91,0.0,70.4786252252744,12.043800000000001,33.91,1.7556457500000011,2.865575,0.3551695664995577,2.8155565519188293,9.121534458916946
1918,1918,0,-1.66,16.08,0,1,0,0,0,117.86156399999996,180.18579600000004,1161.1733999999997,446.7663968645836,434.5080843250196,2292.75,2239.43338582762,2084.629712114681,12.326600000000001,0.0,33.77,0.0,68.9511163848547,12.326600000000001,33.77,1.451466749999999,2.8659375,0.3650162866449511,2.7396037836873104,10.569789198544042
1919,1919,0,-2.1,16.02,0,0,0,0,0,115.32971200000011,181.94170200000008,974.1786000000022,475.7053425870909,462.79420400642505,2293.29,2239.9944240756054,2085.253308726654,12.652800000000004,0.0,33.81,0.0,68.8536616093894,12.652800000000004,33.81,1.2177232500000028,2.8666125,0.37423247559893535,2.6721358118361147,5.961378906875163
1920,1920,0,-1.49,15.92,0,0,0,0,0,89.40006299999992,160.90582000000003,474.8168000000002,470.4516196046802,457.61750030001565,2293.07,2239.7788752071347,2085.0512863456056,11.743800000000004,0.0,34.03,0.0,68.83142017563127,11.743800000000004,34.03,0.5935210000000002,2.8663375,0.3451013811342934,2.8976992114988325,23.910983003827436
1921,1921,0,-1.39,16.0,0,0,0,0,0,109.45613999999996,181.7365189999999,686.299199999999,503.8110973089613,489.91422690960144,2293.59,2240.327424492648,2085.679186000319,12.876599999999998,0.0,33.91,0.0,69.69729591628759,12.876599999999998,33.91,0.8578739999999988,2.8669875,0.3797286936007077,2.6334591429414598,14.99044216256172
1922,1922,0,-1.34,16.0,0,0,0,0,0,101.98961199999985,182.92789399999992,534.6958000000002,529.6336706683118,514.7551691194018,2294.09,2240.8222990622307,2086.1566734404737,13.136800000000003,0.0,33.8,0.0,69.55437111069347,13.136800000000003,33.8,0.6683697500000002,2.8676124999999995,0.3886627218934912,2.572924913220875,31.99028677308941
1923,1923,0,-1.76,16.01,0,0,0,0,0,84.59667900000001,166.25956000000002,510.25640000000004,505.3871573599651,491.07502150057906,2293.2299999999996,2239.960320834261,2085.288914004938,12.338600000000001,0.0,33.89,0.0,68.87721158266393,12.338600000000001,33.89,0.6378205000000001,2.8665375000000006,0.36407789908527594,2.7466649376752628,15.64553188668577
1924,1924,0,-1.82,16.08,0,0,0,0,0,102.00856500000003,185.40185099999994,534.482,529.4147182229274,514.5187419492127,2294.91,2241.646157913832,2086.991678615696,13.0766,0.0,33.76,0.0,69.48103998294651,13.0766,33.76,0.6681024999999999,2.8686375,0.3873400473933649,2.5817108422678676,68.39615391582974
1925,1925,0,-0.83,15.83,0,0,0,0,0,107.95536600000011,197.698459,565.5925999999997,560.4410131833401,545.2895441598256,2296.7,2243.458250231075,2088.8661779202744,13.933799999999998,0.0,33.86,0.0,70.79184990222447,13.933799999999998,33.86,0.7069907499999997,2.870875,0.4115121086828115,2.4300621510284346,9.208885392043618
1926,1926,0,-1.96,16.09,0,0,0,0,0,118.01864400000008,196.44578900000002,708.152400000004,512.4777926492582,498.8550927195806,2297.5699999999997,2244.2512499026166,2089.445697196523,13.543000000000001,0.0,34.09,0.0,71.46356157016902,13.543000000000001,34.09,0.8851905000000049,2.8719624999999995,0.3972719272513934,2.517167540426789,23.45599348994594
1927,1927,0,-2.48,16.11,0,0,0,0,0,128.483606,213.565859,653.0374000000007,579.401358590469,563.7637733226553,2296.6,2243.358621303245,2088.7676995317033,14.4696,0.0,33.85,0.0,71.24681777625203,14.4696,33.85,0.8162967500000008,2.8707499999999997,0.4274623338257016,2.3393874053187376,15.116987609007518
1928,1928,0,-1.48,15.86,0,0,0,0,0,135.78825199999991,226.64044700000002,632.6764000000002,626.5366644559692,608.4864289497262,2297.59,2244.3425075634464,2089.729653410078,15.241000000000001,0.0,33.84,0.0,73.10721234027113,15.241000000000001,33.84,0.7908455000000002,2.8719875000000004,0.4503841607565012,2.2203267502132404,5.159264746220805
1929,1929,0,-1.58,15.77,0,0,0,0,0,151.58158600000004,240.41060800000014,755.7454000000029,634.9660588944162,617.6100563449994,2294.33,2241.1620790995535,2086.7791253666014,15.89,0.0,33.87,0.0,72.70790514771463,15.89,33.87,0.9446817500000035,2.8679125,0.46914673752583413,2.131529263687854,2.84373317517092
1930,1930,0,-1.13,15.83,0,1,0,0,0,158.77435500000013,242.6441300000001,1631.6926000000044,543.0279560794664,529.2961757031426,2352.3900000000003,2296.765829873003,2135.1618253950937,15.560600000000003,0.0,33.91,0.0,73.78374949756113,15.560600000000003,33.91,2.0396157500000056,2.9404874999999997,0.4588793866116191,2.179221880904335,6.384479064829721
1931,1931,0,-0.8,17.16,0,0,0,0,0,114.16471800000014,223.08291200000005,641.4481999999998,635.4355971367085,617.7490581297906,2298.42,2245.130472560184,2090.4004157587824,15.425599999999998,0.0,33.85,0.0,71.3369026964938,15.425599999999998,33.85,0.8018102499999997,2.873025,0.4557045790251107,2.194404107457733,4.888636381398882
1932,1932,0,-0.74,15.85,0,0,0,0,0,155.19761999999992,248.96906800000002,888.7513999999975,647.3013767011684,629.8521277371551,2297.59,2244.4481497256643,2090.138092047076,16.3272,0.0,33.82,0.0,74.49570665542373,16.3272,33.82,1.1109392499999968,2.8719875000000004,0.4827675931401538,2.0713900730070067,9.48097836923436
1933,1933,0,-1.41,16.0,0,0,0,0,0,117.30874400000009,216.833028,635.3853999999999,629.7691093714731,613.2234654126515,2297.3,2244.1525931018828,2089.8294592267316,15.0748,0.0,33.88,0.0,71.24851657569795,15.0748,33.88,0.7942317499999999,2.8716250000000003,0.44494687131050764,2.2474593361105955,6.910454849935568
1934,1934,0,-2.05,16.17,0,0,0,0,0,141.40349799999998,251.72087600000003,687.2858000000001,681.1245992470267,662.9926463795697,2299.85,2246.6753216128454,2092.2748929185277,16.7302,0.0,33.87,0.0,74.05772487877704,16.7302,33.87,0.8591072500000001,2.8748125,0.4939533510481252,2.0244826720541296,6.4380269961763235
1935,1935,0,-3.08,16.11,0,0,0,0,0,157.77364599999996,264.1061759999999,706.5467999999998,699.9644978960084,680.6039689623946,2299.6899999999996,2246.486234683022,2091.9987290037197,17.044399999999996,0.0,33.96,0.0,74.20670910299619,17.044399999999996,33.96,0.8831834999999998,2.8746125,0.5018963486454652,1.9924432658233795,3.4905942975937654
1936,1936,0,-2.12,15.86,0,0,0,0,0,172.82208899999992,280.87924000000004,734.8932000000002,728.0165120236959,707.7854237247553,2299.7299999999996,2246.564415424762,2092.1832040185955,17.867800000000003,0.0,33.77,0.0,75.62232708824156,17.867800000000003,33.77,0.9186165000000004,2.874662500000001,0.5291027539236008,1.889992052742923,14.101985819942055
1937,1937,0,-2.08,15.92,0,0,0,0,0,145.69317300000014,256.02630100000005,709.571,702.8745255176067,683.1792530393036,2299.46,2246.274930361797,2091.838958959893,16.9532,0.0,33.74,0.0,73.39183486996902,16.9532,33.74,0.8869637499999999,2.8743250000000002,0.5024659158269116,1.990184743883161,26.390391380059263
1938,1938,0,-1.89,16.01,0,0,0,0,0,148.72536099999988,264.83880999999997,717.5524000000001,710.8415432894976,691.0979936150183,2300.09,2246.904854532474,2092.468782785848,17.305,0.0,33.9,0.0,74.33249113636708,17.305,33.9,0.8969405000000001,2.8751124999999997,0.5104719764011799,1.9589713955504189,7.87854547389083
1939,1939,0,-2.1,16.02,0,0,0,0,0,152.10345299999994,257.765398,707.8562000000001,701.1459333275532,681.4120262610081,2299.9,2246.7033565443116,2092.2345947800054,16.8912,0.0,33.88,0.0,73.31064684011922,16.8912,33.88,0.88482025,2.8748750000000003,0.4985596221959858,2.0057781566732973,16.137477293974552
1940,1940,0,-2.75,16.03,0,0,0,0,0,145.73164000000008,260.52242900000005,725.9534000000001,719.0118702090947,698.5986437233894,2299.55,2246.366216191125,2091.9338531644325,17.1858,0.0,33.91,0.0,73.67461663063125,17.1858,33.91,0.9074417499999999,2.8744375000000004,0.5068062518431142,1.9731406160900276,15.002038001968739
1941,1941,0,-2.9,16.03,0,0,0,0,0,159.0539799999998,266.839324,723.1532000000001,716.3418399592898,696.3053946376912,2299.08,2245.910906324629,2091.521509763372,17.2612,0.0,33.87,0.0,74.06371292618088,17.2612,33.87,0.9039415000000001,2.8738500000000005,0.5096309418364334,1.9622042499942067,13.151013352045588
1942,1942,0,-2.9,16.04,0,0,0,0,0,153.25611800000016,269.78867600000007,745.8235999999999,738.6969572262564,717.7381474787738,2300.33,2247.1323810847903,2092.659519896421,17.595400000000005,0.0,33.98,0.0,74.42440033985048,17.595400000000005,33.98,0.9322795,2.8754125,0.5178163625662157,1.931186560123668,2.3297711821191713
1943,1943,0,-1.56,15.78,0,0,0,0,0,160.53442200000003,272.772068,746.2084,739.1619545105209,718.4328822491359,2299.63,2246.4965713847473,2092.204630038894,17.711399999999998,0.0,33.91,0.0,75.14614440691368,17.711399999999998,33.91,0.9327604999999999,2.8745374999999997,0.5223061043939841,1.9145860857978478,4.11972528338144
1944,1944,0,-0.99,15.82,0,0,0,0,0,160.07784300000014,274.125813,743.4365999999998,736.5100871538624,716.123532819491,2300.58,2247.436257647879,2093.1165493199933,17.7484,0.0,34.13,0.0,75.33182638917597,17.7484,34.13,0.92929575,2.875725,0.5200234397890419,1.9229902413738704,8.405457298510356
1945,1945,0,-1.41,15.83,0,0,0,0,0,159.6963570000001,272.69751400000007,741.7897999999999,734.9482824013666,714.8061081012704,2300.33,2247.243127256628,2093.0852909301952,17.7312,0.0,33.95,0.0,75.11890901828279,17.7312,33.95,0.9272372499999999,2.8754125,0.5222739322533136,1.914704024544306,63.50645322403358
1946,1946,0,-1.02,15.99,0,0,0,0,0,164.76867399999992,281.145918,748.5058000000001,741.7533203092402,721.8640169925255,2301.45,2248.347742549843,2094.1477677244975,18.049599999999998,0.0,33.89,0.0,75.83211551980433,18.049599999999998,33.89,0.93563225,2.8768124999999998,0.532593685452936,1.8776039358212926,3.5575223664995317
1947,1947,0,-2.22,16.11,0,0,0,0,0,166.31698500000002,289.3829010000001,774.1486,767.017839408897,746.0243582748983,2302.7,2249.5275164259756,2095.1261704770995,18.4148,0.0,34.0,0.0,75.89958336604008,18.4148,34.0,0.9676857499999998,2.878375,0.5416117647058823,1.8463409865977367,11.015964066531012
1948,1948,0,-2.89,16.04,0,0,0,0,0,174.04008499999992,290.14145099999996,766.7406000000001,759.6741633699271,738.8744670176081,2302.5600000000004,2249.372918869967,2094.9292493858907,18.3066,0.0,34.04,0.0,76.35543378119581,18.3066,34.04,0.9584257500000001,2.8782,0.5377967097532315,1.859438672391378,13.360705521063437
1949,1949,0,-2.56,16.03,0,0,0,0,0,171.08809900000003,293.23867800000005,787.4592,780.0525612311657,758.2587032295404,2302.05,2248.870142337984,2094.446403585772,18.794600000000003,0.0,33.85,0.0,76.5428579931449,18.794600000000003,33.85,0.984324,2.8775625,0.5552319054652881,1.801049237546955,6.8502006685500945
1950,1950,0,-2.1,15.94,0,0,0,0,0,182.04862200000008,294.0238730000001,798.5152000000013,757.5120612134895,737.5909340121045,2301.77,2248.6614191557214,2094.4435678233986,18.675600000000003,0.0,33.95,0.0,76.6440298904898,18.675600000000003,33.95,0.9981440000000016,2.8772125,0.5500913107511046,1.8178800145644582,28.77524953442125
1951,1951,0,-1.7,16.0,0,0,0,0,0,180.27347500000033,291.6308580000003,848.5274000000081,738.2124994327108,718.681029999547,2302.13,2248.9649082926403,2094.5860439443427,18.403800000000007,0.0,33.95,0.0,76.62399545154237,18.403800000000007,33.95,1.0606592500000103,2.8776625,0.5420854197349044,1.8447277192753664,8.724998548591298
1952,1952,0,-2.33,16.03,0,0,0,0,0,177.1245050000002,303.488754,802.8843999999998,795.6365160538902,774.3022847103756,2304.38,2251.2468651510576,2096.9592522354483,19.3486,0.0,33.92,0.0,78.14013409049483,19.3486,33.92,1.0036054999999997,2.880475,0.5704186320754717,1.753098415389227,9.47374238425475
1953,1953,0,-3.36,16.05,0,0,0,0,0,165.45451699999998,290.39694499999996,802.9970000000001,795.2298956076851,772.3963190067232,2302.7599999999998,2249.55546463513,2095.0612024123393,18.6036,0.0,33.99,0.0,76.6100164762469,18.6036,33.99,1.00374625,2.8784500000000004,0.5473256840247132,1.8270657292137007,3.985862022237105
1954,1954,0,-3.29,15.89,0,0,0,0,0,185.12963900000003,304.607617,801.2406000000001,794.0280535627201,772.7894672079624,2303.64,2250.5576907915934,2096.41144469481,19.197000000000003,0.0,33.86,0.0,77.54207957503597,19.197000000000003,33.86,1.00155075,2.87955,0.566952155936208,1.7638172631140279,4.758959937731399
1955,1955,0,-0.75,15.82,0,0,0,0,0,198.163354,313.9210340000001,1012.1337999999996,793.6898867716219,772.357740256429,2303.32,2250.2529864725584,2096.148882278704,19.636000000000003,0.0,33.95,0.0,78.60289014250742,19.636000000000003,33.95,1.2651672499999995,2.87915,0.5783799705449191,1.7289672030963534,10.866590288884316
1956,1956,0,-1.11,15.99,0,0,0,0,0,192.46801500000004,308.382303,859.8302000000008,790.3905885570565,768.738738054393,2304.36,2251.1402364395535,2096.602918001966,19.131800000000002,0.0,33.72,0.0,78.3036117131953,19.131800000000002,33.72,1.0747877500000012,2.88045,0.5673724792408067,1.762510584471926,5.490752796785871
1957,1957,0,-4.58,16.15,0,0,0,0,0,179.20884600000005,347.53841000000006,932.8334000000002,923.8226690934222,897.2899357568846,2308.23,2255.0786734814405,2100.726519772435,21.556400000000004,0.0,34.02,0.0,80.91215962832038,21.556400000000004,34.02,1.1660417500000002,2.8852875,0.6336390358612581,1.5781855968529066,10.971889556107348
1958,1958,0,-2.78,16.03,0,0,0,0,0,200.89528600000008,332.671759,870.5282000000001,862.1723880980987,837.5753265715529,2305.03,2251.8860299865423,2097.556290203237,20.3852,0.0,34.02,0.0,79.49750534498148,20.3852,34.02,1.08816025,2.8812875000000004,0.599212228101117,1.6688577987952045,8.763738659718413
1959,1959,0,-2.7,16.03,0,0,0,0,0,204.20416899999998,340.66250799999995,896.5067999999999,887.7694125941157,862.0644995974496,2306.06,2252.9007731354804,2098.5277762118876,20.894,0.0,33.89,0.0,80.10951156831145,20.894,33.89,1.1206335,2.882575,0.6165240483918559,1.6219967454771707,6.139853391736151
1960,1960,0,-3.31,15.96,0,0,0,0,0,218.39821199999983,355.565639,914.2512000000002,905.78305640717,880.8311772957052,2306.1400000000003,2253.072904533901,2098.9608002547006,21.5924,0.0,33.81,0.0,81.50189206618569,21.5924,33.81,1.1428140000000004,2.882675,0.638639455782313,1.5658287175117171,8.053295752772001
1961,1961,0,-1.72,15.92,0,0,0,0,0,218.51916599999984,348.7566370000001,907.2859999999952,873.7863952838484,849.135439056497,2306.6400000000003,2253.491112430135,2099.149955620757,21.2098,0.0,33.91,0.0,81.41271885946492,21.2098,33.91,1.134107499999994,2.8832999999999998,0.625473311707461,1.5987892389367178,3.1602452850731746
1962,1962,0,-3.51,16.21,0,0,0,0,0,182.71363000000002,329.66180099999985,886.2445999999999,877.1223787695928,850.3288479841295,2305.6499999999996,2252.3612300974064,2097.6183634412714,20.545799999999996,0.0,33.7,0.0,79.01221692438631,20.545799999999996,33.7,1.1078057499999998,2.8820624999999995,0.60966765578635,1.6402379075042106,4.230397683544916
1963,1963,0,-4.76,16.07,0,0,0,0,0,214.64470000000043,371.58009200000004,974.3557999999994,964.6196594220186,935.9926687208861,2311.93,2258.66782065901,2103.993448177379,22.474999999999994,0.0,34.25,0.0,83.21953237842938,22.474999999999994,34.25,1.2179447499999991,2.8899125,0.6562043795620436,1.5239154616240271,4.025173391933358
1964,1964,0,-4.78,16.0,0,0,0,0,0,244.43923600000034,363.17547500000023,2186.1224000000093,761.7817658315537,743.3223245457915,2368.2200000000003,2312.535457090115,2150.7389906826647,21.527000000000008,0.0,34.01,0.0,81.32036901140405,21.527000000000008,34.01,2.732653000000011,2.9602749999999998,0.6329608938547489,1.5798764342453655,1.9617666757827326
1965,1965,0,-0.54,16.99,0,0,0,0,0,139.40225599999997,373.03887899999995,1073.3798000000002,1062.2865160767979,1029.6598919997587,2316.44,2263.1536813657126,2108.403538482949,23.886400000000002,0.0,33.92,0.0,81.76469761926471,23.886400000000002,33.92,1.3417247500000002,2.89555,0.7041981132075472,1.4200549266528233,24.625631015992102
1966,1966,0,-1.21,15.83,0,0,0,0,0,224.30601499999983,378.733916,990.1784000000005,980.3936583798908,951.6090673069439,2311.42,2258.318797905555,2104.0984917136475,23.01920000000001,0.0,33.99,0.0,84.02764575068693,23.01920000000001,33.99,1.2377230000000006,2.889275,0.6772344807296266,1.4765934524223252,7.415207189437313
1967,1967,0,-1.9,15.84,0,0,0,0,0,217.05088800000007,376.489751,988.9643999999998,979.4417173928305,951.4003142014511,2311.45,2258.367157619525,2104.199163734418,23.027799999999996,0.0,33.88,0.0,83.91362989046252,23.027799999999996,33.88,1.2362054999999996,2.8893125,0.6796871310507673,1.4712651664509857,2.8680603131214935
1968,1968,0,-2.14,16.1,0,0,0,0,0,242.91361200000006,375.7761680000001,1836.9764000000027,836.9460385292722,815.1690380559239,2372.91,2317.1250945753263,2155.0312820193267,22.230800000000002,0.0,34.0,0.0,82.86570693224768,22.230800000000002,34.0,2.2962205000000036,2.9661375,0.6538470588235294,1.5294096478759198,16.56433920534037
1969,1969,0,-2.65,17.37,0,0,0,0,0,191.82280299999994,352.10288799999995,898.5484,890.2262423841038,865.7263522966597,2375.35,2319.3825113339294,2156.7679506411364,21.384400000000003,0.0,34.1,0.0,81.11325420628876,21.384400000000003,34.1,1.1231855000000002,2.9691875,0.627108504398827,1.5946203774714276,12.25078033283416
1970,1970,0,-3.16,17.38,0,0,0,0,0,196.10326400000008,350.597053,887.5853999999999,879.1825450626042,854.4641845770269,2375.48,2319.4563573700866,2156.6798201019687,21.2228,0.0,33.97,0.0,80.72824834709645,21.2228,33.97,1.1094817499999998,2.9693500000000004,0.6247512511039153,1.600637050719038,8.464187923618242
1971,1971,0,-3.51,17.32,0,0,0,0,0,169.56825500000008,371.46265400000004,1041.5962,1030.7943308223166,999.0370489578563,2313.92,2260.5798667643244,2105.67990908125,23.393000000000004,0.0,33.82,0.0,81.27205414827887,23.393000000000004,33.82,1.30199525,2.8924000000000003,0.691691306918983,1.445731629119822,4.497669867494861
1972,1972,0,-3.31,15.88,0,0,0,0,0,225.3711079999997,382.882026,972.8792000000004,963.7643335143332,936.9131634305342,2312.33,2259.2362326997672,2105.041927328288,23.171400000000002,0.0,33.79,0.0,84.78047399464343,23.171400000000002,33.79,1.2160990000000005,2.8904125,0.6857472625036994,1.4582632037770697,13.710190073836305
1973,1973,0,-2.16,16.01,0,0,0,0,0,170.0660540000001,401.38089500000007,1108.7533999999998,1097.3789113309097,1063.9211916181368,2317.1899999999996,2263.9749775793507,2109.423701132919,24.7894,0.0,34.9,0.0,86.00637369844785,24.7894,34.9,1.3859417499999998,2.8964874999999997,0.710297994269341,1.4078598110482705,4.116927316724882
1974,1974,0,-4.35,16.07,0,0,0,0,0,191.908418,407.50906000000003,1109.7590000000002,1098.2240717311631,1064.3060959213287,2316.83,2263.593569178252,2108.9800450681023,24.773600000000002,0.0,34.9,0.0,86.34768104722059,24.773600000000002,34.9,1.38719875,2.8960375,0.7098452722063038,1.408757709820131,4.587236099470966
